AcresBurned,Location ID,Location,MeasurementID,CountyIds,Latitude,Longitude,Month,Year
1265,CA-027,Inyo,2018-CA-027,14,36.71537,-118.08449,4,2018
1261,CA-065,Riverside,2018-CA-065,33,33.62924,-117.05992,5,2018
1200,CA-101,Sutter,2018-CA-101,51,39.186144,-121.792885,7,2018
1120,CA-061,Placer,2018-CA-061,31,39.268611,-120.658333,9,2018
1014,CA-083,Santa Barbara,2018-CA-083,42,35.11416667,-120.0922222,8,2018
993,CA-029,Kern,2018-CA-029,15,35.387408,-118.817934,7,2018
972,CA-045,Mendocino,2018-CA-045,23,39.82877,-123.08489,7,2018
962,CA-007,Butte,2018-CA-007,4,39.77124,-121.76859,7,2018
856,CA-103,Tehama,2018-CA-103,52,40.33682,-121.93908,7,2018
825,CA-005,Amador,2018-CA-005,3,38.42623,-120.95408,7,2018
822,CA-113,Yolo,2018-CA-113,57,38.59694444,-121.9938889,7,2018
700,CA-061,Placer,2018-CA-061,31,38.82426,-121.451307,8,2018
668,CA-107,Tulare,2018-CA-107,54,35.79012,-118.7393,8,2018
650,CA-053,Monterey,2018-CA-053,27,36.00912,-120.82226,8,2018
646,CA-035,Lassen,2018-CA-035,18,40.3768,-120.36403,6,2018
640,CA-001,Alameda,2018-CA-001,1,37.75646,-121.60646,7,2018
573,CA-109,Tuolumne,2018-CA-109,55,37.83388,-120.61746,9,2018
550,CA-007,Butte,2018-CA-007,4,39.36529,-121.51707,10,2018
513,CA-069,San Benito,2018-CA-069,35,36.378333,-120.901167,6,2018
504,CA-073,San Diego,2018-CA-073,37,32.833674,-116.7311,7,2018
484,CA-001,Alameda,2018-CA-001,1,37.75375,-121.57918,5,2018
441,CA-035,Lassen,2018-CA-035,18,40.316137,-120.45053,6,2018
400,CA-053,Monterey,2018-CA-053,27,36.35502,-121.1563,9,2018
375,CA-053,Monterey,2018-CA-053,27,35.95515,-120.86256,6,2018
367,CA-029,Kern,2018-CA-029,15,35.51777778,-118.6525,8,2018
365,CA-073,San Diego,2018-CA-073,37,33.07892,-116.91845,7,2018
360,CA-039,Madera,2018-CA-039,20,37.38789,-119.68912,9,2018
347,CA-007,Butte,2018-CA-007,4,39.59872,-121.78208,6,2018
338,CA-027,Inyo,2018-CA-027,14,37.735461,-118.970443,7,2018
328,CA-089,Shasta,2018-CA-089,45,40.52909,-122.17457,6,2018
320,CA-085,Santa Clara,2018-CA-085,43,37.449425,-121.88807,7,2018
316,CA-017,El Dorado,2018-CA-017,9,38.539806,-121.059979,7,2018
300,CA-105,Trinity,2018-CA-105,53,40.60402,-122.9144,6,2018
300,CA-039,Madera,2018-CA-039,20,37.10181,-119.623981,6,2018
300,CA-073,San Diego,2018-CA-073,37,33.389425,-117.502405,5,2018
293,CA-029,Kern,2018-CA-029,15,0,0,5,2018
290,CA-009,Calaveras,2018-CA-009,5,38.061298,-120.872244,8,2018
289,CA-039,Madera,2018-CA-039,20,37.197039,-120.002619,8,2018
282,CA-065,Riverside,2018-CA-065,33,33.836101,-117.607577,7,2018
278,CA-069,San Benito,2018-CA-069,35,36.65351,-121.0454,7,2018
268,CA-013,Contra Costa,2018-CA-013,7,37.94714,-121.9921,6,2018
268,CA-103,Tehama,2018-CA-103,52,40.18395,-122.27574,6,2018
265,CA-073,San Diego,2018-CA-073,37,32.63046,-116.46674,6,2018
261,CA-103,Tehama,2018-CA-103,52,40.34256,-121.43025,9,2018
260,CA-079,San Luis Obispo,2018-CA-079,40,35.33916,-120.71488,6,2018
258,CA-083,Santa Barbara,2018-CA-083,42,34.0232,-119.76576,3,2018
250,CA-073,San Diego,2018-CA-073,37,33.076239,-116.902985,8,2018
247,CA-013,Contra Costa,2018-CA-013,7,37.89612,-121.85847,7,2018
224,CA-093,Siskiyou,2018-CA-093,47,41.70877,-122.47293,7,2018
215,CA-093,Siskiyou,2018-CA-093,47,41.085,-123.051,7,2018
215,CA-069,San Benito,2018-CA-069,35,36.37532,-120.862579,6,2018
207,CA-073,San Diego,2018-CA-073,37,33.41476,-117.24044,7,2018
205,CA-065,Riverside,2018-CA-065,33,33.571763,-116.500058,7,2018
200,CA-029,Kern,2018-CA-029,15,34.91482,-118.92485,9,2018
200,CA-047,Merced,2018-CA-047,24,37.33924,-120.24315,6,2018
191,CA-007,Butte,2018-CA-007,4,39.491737,-121.637759,7,2018
186,CA-111,Ventura,2018-CA-111,56,34.26734825,-118.6438159,11,2018
185,CA-047,Merced,2018-CA-047,24,37.05876,-121.176354,6,2018
175,CA-037,Los Angeles,2018-CA-037,19,37.97638,-122.5275,6,2018
175,CA-059,Orange,2018-CA-059,30,33.55132,-117.72044,6,2018
172,CA-083,Santa Barbara,2018-CA-083,42,34.576944,-119.61416,9,2018
170,CA-103,Tehama,2018-CA-103,52,40.12791,-122.19792,6,2018
167,CA-053,Monterey,2018-CA-053,27,36.18401,-120.69955,10,2018
167,CA-035,Lassen,2018-CA-035,18,40.34822,-120.82497,7,2018
166,CA-037,Los Angeles,2018-CA-037,19,34.2325,-117.846111,9,2018
163,CA-109,Tuolumne,2018-CA-109,55,37.80785,-120.30187,6,2018
160,CA-095,Solano,2018-CA-095,48,38.45673,-121.94658,10,2018
155,CA-089,Shasta,2018-CA-089,45,40.36888889,-122.8905556,8,2018
155,CA-059,Orange,2018-CA-059,30,33.787838,-117.746625,6,2018
154,CA-065,Riverside,2018-CA-065,33,33.925862,-117.654299,6,2018
152,CA-041,Marin,2018-CA-041,21,38.02447,-122.727,9,2018
150,CA-111,Ventura,2018-CA-111,56,34.30166667,-119.0991667,11,2018
150,CA-053,Monterey,2018-CA-053,27,35.97677,-121.24898,10,2018
150,CA-017,El Dorado,2018-CA-017,9,38.94388,-120.92611,9,2018
147,CA-071,San Bernardino,2018-CA-071,36,34.18075,-117.43184,11,2018
136,CA-009,Calaveras,2018-CA-009,5,38.08424,-120.46078,8,2018
135,CA-055,Napa,2018-CA-055,28,38.51943,-122.18353,7,2018
128,CA-037,Los Angeles,2018-CA-037,19,34.38039,-118.60441,7,2018
127,CA-021,Glenn,2018-CA-021,11,39.46543,-122.65582,6,2018
127,CA-093,Siskiyou,2018-CA-093,47,41.65935,-122.48556,5,2018
125,CA-071,San Bernardino,2018-CA-071,36,34.15475,-117.244366,8,2018
120,CA-107,Tulare,2018-CA-107,54,36.47766,-119.10433,10,2018
117,CA-063,Plumas,2018-CA-063,32,39.996944,-121.27,8,2018
116,CA-069,San Benito,2018-CA-069,35,36.59036,-120.82355,7,2018
116,CA-085,Santa Clara,2018-CA-085,43,37.06367,-121.53586,7,2018
115,CA-043,Mariposa,2018-CA-043,22,37.707234,-120.199162,6,2018
114,CA-029,Kern,2018-CA-029,15,35.56888889,-118.8013889,8,2018
113,CA-083,Santa Barbara,2018-CA-083,42,34.463889,-119.831389,7,2018
110,CA-083,Santa Barbara,2018-CA-083,42,34.62412,-120.22298,7,2018
108,CA-019,Fresno,2018-CA-019,10,36.75581,-119.42172,5,2018
106,CA-045,Mendocino,2018-CA-045,23,38.8802,-123.0496,8,2018
103,CA-033,Lake,2018-CA-033,17,39.02017,-122.57496,8,2018
103,CA-103,Tehama,2018-CA-103,52,40.31759,-122.21032,5,2018
100,CA-073,San Diego,2018-CA-073,37,33.0971179,-117.0242529,8,2018
100,CA-107,Tulare,2018-CA-107,54,36.21634,-118.82989,7,2018
100,CA-071,San Bernardino,2018-CA-071,36,34.22526,-117.40967,7,2018
100,CA-079,San Luis Obispo,2018-CA-079,40,35.56922,-120.12441,5,2018
96,CA-053,Monterey,2018-CA-053,27,35.9352,-121.11936,6,2018
95,CA-029,Kern,2018-CA-029,15,35.1234,-118.72905,6,2018
90,CA-045,Mendocino,2018-CA-045,23,39.038859,-123.38493,7,2018
89,CA-035,Lassen,2018-CA-035,18,40.94666,-121.27049,7,2018
88,CA-035,Lassen,2018-CA-035,18,40.83116,-120.19336,11,2018
88,CA-039,Madera,2018-CA-039,20,37.179167,-119.431667,8,2018
88,CA-047,Merced,2018-CA-047,24,37.056944,-121.01638,5,2018
80,CA-079,San Luis Obispo,2018-CA-079,40,-120.258,-120.258,9,2018
80,CA-033,Lake,2018-CA-033,17,39.06715,-122.59789,7,2018
80,CA-009,Calaveras,2018-CA-009,5,37.95766,-120.68902,6,2018
77,CA-083,Santa Barbara,2018-CA-083,42,34.54305556,-120.3180556,7,2018
76,CA-089,Shasta,2018-CA-089,45,40.5939,-122.17173,9,2018
76,CA-019,Fresno,2018-CA-019,10,36.696879,-119.304499,6,2018
75,CA-011,Colusa,2018-CA-011,6,39.2976,-122.512012,7,2018
75,CA-021,Glenn,2018-CA-021,11,39.65578,-122.58666,5,2018
73,CA-065,Riverside,2018-CA-065,33,33.67815,-117.32281,4,2018
70,CA-085,Santa Clara,2018-CA-085,43,37.22545,-121.79189,7,2018
70,CA-085,Santa Clara,2018-CA-085,43,37.66074,-121.67144,6,2018
70,CA-103,Tehama,2018-CA-103,52,40.394073,-122.135924,6,2018
70,CA-065,Riverside,2018-CA-065,33,33.504964,-117.148204,5,2018
68,CA-047,Merced,2018-CA-047,24,37.08529,-121.09354,6,2018
67,CA-017,El Dorado,2018-CA-017,9,38.645,-120.874167,8,2018
67,CA-045,Mendocino,2018-CA-045,23,39.279833,-123.258319,7,2018
66,CA-017,El Dorado,2018-CA-017,9,38.82128,-121.03918,8,2018
64,CA-069,San Benito,2018-CA-069,35,36.64832,-121.03253,6,2018
63,CA-085,Santa Clara,2018-CA-085,43,37.1769444,-121.6869444,10,2018
63,CA-089,Shasta,2018-CA-089,45,40.741186,-122.649626,7,2018
63,CA-065,Riverside,2018-CA-065,33,33.56349,-116.732032,7,2018
63,CA-093,Siskiyou,2018-CA-093,47,41.83359,-122.99272,6,2018
63,CA-099,Stanislaus,2018-CA-099,50,37.32744,-121.10903,5,2018
62,CA-029,Kern,2018-CA-029,15,34.86022,-118.87881,7,2018
62,CA-037,Los Angeles,2018-CA-037,19,34.53765,-118.75495,6,2018
62,CA-077,San Joaquin,2018-CA-077,39,38.24033,-121.09199,6,2018
60,CA-103,Tehama,2018-CA-103,52,40.346652,-122.308479,11,2018
60,CA-033,Lake,2018-CA-033,17,38.8275,-122.3625,8,2018
60,CA-039,Madera,2018-CA-039,20,37.14663,-119.91223,6,2018
60,CA-079,San Luis Obispo,2018-CA-079,40,35.58354,-120.624135,6,2018
60,CA-079,San Luis Obispo,2018-CA-079,40,35.663607,-120.670311,6,2018
60,CA-083,Santa Barbara,2018-CA-083,42,34.74245,-120.18236,5,2018
59,CA-073,San Diego,2018-CA-073,37,33.35505,-117.03134,5,2018
58,CA-079,San Luis Obispo,2018-CA-079,40,35.17693,-120.48861,10,2018
56,CA-035,Lassen,2018-CA-035,18,40.95234,-121.21597,7,2018
56,CA-013,Contra Costa,2018-CA-013,7,37.79718,-121.85311,7,2018
56,CA-039,Madera,2018-CA-039,20,37.0979,-119.75307,5,2018
53,CA-071,San Bernardino,2018-CA-071,36,34.24138,-117.42431,9,2018
53,CA-035,Lassen,2018-CA-035,18,40.33642,-120.93005,9,2018
53,CA-043,Mariposa,2018-CA-043,22,37.47677,-119.84299,6,2018
52,CA-049,Modoc,2018-CA-049,25,41.50105,-120.61108,7,2018
51,CA-079,San Luis Obispo,2018-CA-079,40,35.30151,-120.64398,9,2018
51,CA-089,Shasta,2018-CA-089,45,40.824,-121.90215,7,2018
51,CA-085,Santa Clara,2018-CA-085,43,37.163594,-121.702547,7,2018
50,CA-033,Lake,2018-CA-033,17,38.91152,-122.86854,7,2018
50,CA-103,Tehama,2018-CA-103,52,40.27754,-122.11375,7,2018
50,CA-053,Monterey,2018-CA-053,27,35.96689,-121.28185,2,2018
48,CA-001,Alameda,2018-CA-001,1,37.69926,-122.02805,8,2018
45,CA-013,Contra Costa,2018-CA-013,7,37.86339,-122.12351,7,2018
45,CA-041,Marin,1969-CA-041,21,38.07135,-122.76751,12,1969
43,CA-007,Butte,2018-CA-007,4,39.57202,-121.43131,7,2018
40,CA-065,Riverside,2018-CA-065,33,33.56921,-116.154398,7,2018
40,CA-043,Mariposa,2018-CA-043,22,37.28365,-119.97546,7,2018
40,CA-013,Contra Costa,2018-CA-013,7,37.779209,-121.908976,6,2018
40,CA-007,Butte,2018-CA-007,4,39.549167,-121.521111,6,2018
39,CA-069,San Benito,2018-CA-069,35,36.796,-121.40604,7,2018
38,CA-089,Shasta,2018-CA-089,45,40.60866,-122.38366,10,2018
38,CA-073,San Diego,2018-CA-073,37,32.78031,-117.06782,6,2018
37,CA-079,San Luis Obispo,2018-CA-079,40,35.64917,-120.71907,7,2018
37,CA-093,Siskiyou,2018-CA-093,47,41.58233,-122.33769,6,2018
36,CA-033,Lake,2018-CA-033,17,38.981389,-122.97222,9,2018
36,CA-065,Riverside,2018-CA-065,33,33.640051,-117.085354,8,2018
35,CA-045,Mendocino,2018-CA-045,23,39.62194,-123.28774,11,2018
35,CA-065,Riverside,2018-CA-065,33,33.759722,-117.460278,8,2018
35,CA-089,Shasta,2018-CA-089,45,40.95673,-121.6002,7,2018
35,CA-069,San Benito,2018-CA-069,35,36.83036,-121.36446,6,2018
34,CA-029,Kern,2018-CA-029,15,35.17156,-118.51651,8,2018
34,CA-001,Alameda,2018-CA-001,1,37.71173,-121.55604,7,2018
34,CA-107,Tulare,2018-CA-107,54,36.42638,-118.70443,7,2018
33,CA-007,Butte,2018-CA-007,4,39.84151,-121.62168,9,2018
33,CA-103,Tehama,2018-CA-103,52,40.00293,-122.44008,7,2018
33,CA-071,San Bernardino,2018-CA-071,36,34.17711,-117.15381,6,2018
33,CA-107,Tulare,2018-CA-107,54,0,0,2,2018
32,CA-019,Fresno,2018-CA-019,10,36.938674,-119.3127769,10,2018
32,CA-065,Riverside,2018-CA-065,33,33.97902,-117.20534,8,2018
32,CA-035,Lassen,2018-CA-035,18,41.08583,-121.05722,7,2018
32,CA-033,Lake,2018-CA-033,17,38.886518,-122.476381,6,2018
31,CA-089,Shasta,2018-CA-089,45,40.62693,-122.23449,7,2018
30,CA-085,Santa Clara,2018-CA-085,43,37.33563,-121.75815,9,2018
30,CA-013,Contra Costa,2018-CA-013,7,37.99618,-122.14097,8,2018
30,CA-001,Alameda,2018-CA-001,1,37.533026,-121.79733,8,2018
30,CA-065,Riverside,2018-CA-065,33,33.85852,-117.43521,7,2018
30,CA-079,San Luis Obispo,2018-CA-079,40,35.68539,-120.95157,7,2018
30,CA-067,Sacramento,2018-CA-067,34,38.595865,-121.17693,6,2018
30,CA-019,Fresno,2018-CA-019,10,35.92436,-119.94083,4,2018
28,CA-073,San Diego,2018-CA-073,37,32.557566,-116.8663,7,2018
27,CA-093,Siskiyou,2018-CA-093,47,41.791859,-122.513883,5,2018
26,CA-107,Tulare,2018-CA-107,54,35.826333,-118.9821,5,2018
25,CA-065,Riverside,2018-CA-065,33,33.80406,-116.93188,9,2018
25,CA-013,Contra Costa,2018-CA-013,7,38.015323,-121.998967,6,2018
25,CA-079,San Luis Obispo,2018-CA-079,40,35.71859,-120.64028,5,2018
24,CA-033,Lake,2018-CA-033,17,38.91842,-122.85276,9,2018
23,CA-065,Riverside,2018-CA-065,33,33.946896,-117.066643,8,2018
23,CA-013,Contra Costa,2018-CA-013,7,37.99113,-121.86473,6,2018
23,CA-103,Tehama,2018-CA-103,52,40.201826,-122.29388,6,2018
22,CA-043,Mariposa,2018-CA-043,22,37.69965,-120.0545,8,2018
21,CA-065,Riverside,2018-CA-065,33,33.86439,-117.48144,4,2018
20,CA-013,Contra Costa,2018-CA-013,7,37.81111,-121.7944,11,2018
20,CA-001,Alameda,2018-CA-001,1,37.61158,-121.94182,11,2018
20,CA-085,Santa Clara,2018-CA-085,43,37.07793,-121.600023,7,2018
20,CA-001,Alameda,2018-CA-001,1,37.627119,-121.806775,6,2018
20,CA-065,Riverside,2018-CA-065,33,33.524412,-116.821724,6,2018
20,CA-007,Butte,2018-CA-007,4,39.602703,-121.617698,6,2018
20,CA-037,Los Angeles,2018-CA-037,19,34.110516,-118.427886,6,2018
20,CA-063,Plumas,2018-CA-063,32,39.89075,-120.18499,4,2018
18,CA-073,San Diego,2018-CA-073,37,33.40178,-117.27467,5,2018
18,CA-065,Riverside,2018-CA-065,33,33.88744,-117.16232,4,2018
17,CA-087,Santa Cruz,2018-CA-087,44,37.0125,-122.046,11,2018
17,CA-005,Amador,2018-CA-005,3,38.265645,-120.892404,6,2018
17,CA-065,Riverside,2018-CA-065,33,33.742,-117.28189,6,2018
16,CA-057,Nevada,2018-CA-057,29,39.10494,-121.07039,8,2018
16,CA-023,Humboldt,2018-CA-023,12,41.34453,-123.85404,7,2018
16,CA-085,Santa Clara,2018-CA-085,43,37.21803,-121.76828,5,2018
15,CA-093,Siskiyou,2018-CA-093,47,41.94046,-122.43933,10,2018
15,CA-049,Modoc,2018-CA-049,25,41.52123,-120.72362,9,2018
15,CA-065,Riverside,2018-CA-065,33,33.467999,-117.003829,5,2018
15,CA-065,Riverside,2018-CA-065,33,33.711263,-116.164058,4,2018
14,CA-073,San Diego,2018-CA-073,37,33.05737,-116.77154,8,2018
14,CA-079,San Luis Obispo,2018-CA-079,40,35.70086,-120.97339,7,2018
14,CA-035,Lassen,2018-CA-035,18,39.99309,-120.02137,7,2018
14,CA-113,Yolo,2018-CA-113,57,38.64953,-122.01762,6,2018
13,CA-089,Shasta,2018-CA-089,45,40.678889,-122.400556,9,2018
13,CA-073,San Diego,2018-CA-073,37,33.04898,-116.78928,7,2018
13,CA-019,Fresno,2018-CA-019,10,36.10499,-120.55324,6,2018
12,CA-089,Shasta,2018-CA-089,45,40.49618,-122.51597,10,2018
12,CA-017,El Dorado,2018-CA-017,9,38.7448,-120.65672,9,2018
12,CA-071,San Bernardino,2018-CA-071,36,34.171786,-117.35606,7,2018
12,CA-039,Madera,2018-CA-039,20,37.22791,-119.50461,7,2018
12,CA-041,Marin,2018-CA-041,21,37.97638,-122.5275,6,2018
12,CA-073,San Diego,2018-CA-073,37,33.40769,-117.22974,6,2018
12,CA-093,Siskiyou,2018-CA-093,47,41.64805,-122.98442,6,2018
12,CA-079,San Luis Obispo,2018-CA-079,40,35.75737,-120.91793,6,2018
12,CA-055,Napa,2018-CA-055,28,38.16303,-122.23059,5,2018
12,CA-001,Alameda,2018-CA-001,1,37.73835,-121.6039,5,2018
12,CA-073,San Diego,2018-CA-073,37,33.12213,-116.58759,5,2018
11,CA-007,Butte,2018-CA-007,4,39.66492,-121.51772,7,2018
11,CA-039,Madera,2018-CA-039,20,37.19817,-119.80414,7,2018
11,CA-065,Riverside,2018-CA-065,33,33.47413,-117.31468,6,2018
11,CA-089,Shasta,2018-CA-089,45,40.4635,-121.77419,3,2018
10,CA-087,Santa Cruz,2018-CA-087,44,37.12857,-122.12036,11,2018
10,CA-023,Humboldt,2018-CA-023,12,40.888785,-124.001849,11,2018
10,CA-007,Butte,2018-CA-007,4,39.93427,-121.54103,10,2018
10,CA-065,Riverside,2018-CA-065,33,33.627006,-117.171731,8,2018
10,CA-055,Napa,2018-CA-055,28,38.27229,-122.26389,8,2018
10,CA-093,Siskiyou,2018-CA-093,47,41.632373,-122.37985,7,2018
10,CA-073,San Diego,2018-CA-073,37,32.619855,-116.764733,7,2018
10,CA-007,Butte,2018-CA-007,4,39.6139,-121.954098,6,2018
10,CA-079,San Luis Obispo,2018-CA-079,40,35.05747,-120.39295,6,2018
10,CA-053,Monterey,2018-CA-053,27,35.77017,-120.57833,6,2018
10,CA-097,Sonoma,2018-CA-097,49,38.245151,-122.44408,6,2018
10,CA-073,San Diego,2018-CA-073,37,32.75072,-116.92404,6,2018
10,CA-103,Tehama,2018-CA-103,52,39.80827,-122.3307,6,2018
10,CA-065,Riverside,2018-CA-065,33,33.45014,-117.22215,6,2018
10,CA-065,Riverside,2018-CA-065,33,33.53924,-116.10231,5,2018
0,CA-007,Butte,2018-CA-007,4,39.71217,-121.77385,11,2018
0,CA-023,Humboldt,2018-CA-023,12,40.70258,-123.55012,4,2018
0,CA-083,Santa Barbara,2018-CA-083,"42,56",0,0,1,2018
0,CA-111,Ventura,2018-CA-111,"42,56",0,0,1,2018
1806,CA-111,Ventura,2019-CA-111,56,34.282179,-118.803389,10,2019
1300,CA-043,Mariposa,2019-CA-043,22,37.536069,-120.177018,8,2019
1011,CA-065,Riverside,2019-CA-065,33,33.9925,-117.059167,10,2019
605,CA-103,Tehama,2019-CA-103,52,40.00171,-122.25421,10,2019
494,CA-065,Riverside,2019-CA-065,33,34.01778,-117.4625,10,2019
355,CA-061,Placer,2019-CA-061,31,38.838992,-121.325842,11,2019
289,CA-053,Monterey,2019-CA-053,"27,40",35.79069,-120.73102,10,2019
289,CA-079,San Luis Obispo,2019-CA-079,"27,40",35.79069,-120.73102,10,2019
149,CA-043,Mariposa,2019-CA-043,22,37.241427,-120.027731,7,2019
137,CA-019,Fresno,2019-CA-019,10,36.319291,-120.460189,10,2019
107,CA-035,Lassen,2019-CA-035,18,40.900458,-121.320838,8,2019
75,CA-065,Riverside,2019-CA-065,33,33.8615,-116.897333,10,2019
40,CA-013,Contra Costa,2019-CA-013,7,37.828267,-122.103867,10,2019
37,CA-073,San Diego,2019-CA-073,37,33.259861,-117.027333,10,2019
35,CA-001,Alameda,2019-CA-001,1,37.62782,-121.68598,10,2019
35,CA-099,Stanislaus,2019-CA-099,50,37.420988,-121.371276,7,2019
30,CA-089,Shasta,2019-CA-089,45,40.463936,-122.435492,7,2019
27,CA-009,Calaveras,2019-CA-009,5,38.115224,-120.78068,7,2019
26,CA-071,San Bernardino,2019-CA-071,36,34.202883,-116.4449,8,2019
25,CA-073,San Diego,2019-CA-073,37,32.794768,-116.839743,7,2019
22,CA-017,El Dorado,2019-CA-017,9,38.538467,-120.965105,9,2019
22,CA-001,Alameda,2019-CA-001,1,37.093243,-121.586846,7,2019
15,CA-013,Contra Costa,2019-CA-013,7,38.045866,-122.245186,10,2019
12,CA-065,Riverside,2019-CA-065,33,33.463991,-116.914799,8,2019
10,CA-045,Mendocino,2019-CA-045,23,39.613783,-123.458782,10,2019
10,CA-087,Santa Cruz,2019-CA-087,44,37.178353,-122.07743,9,2019
77758,CA-097,Sonoma,2019-CA-097,49,38.792458,-122.780053,10,2019
54612,CA-063,Plumas,2019-CA-063,32,40.061389,-120.680556,9,2019
14217,CA-049,Modoc,2019-CA-049,25,41.79591,-121.260305,7,2019
10296,CA-027,Inyo,2019-CA-027,14,37.034,-118.345,9,2019
9999,CA-111,Ventura,2019-CA-111,56,34.302212,-118.997115,10,2019
8838,CA-103,Tehama,2019-CA-103,52,40.12,-122.64,9,2019
8799,CA-037,Los Angeles,2019-CA-037,19,34.32988,-118.48161,10,2019
5737,CA-049,Modoc,2019-CA-049,25,41.748,-121.056,9,2019
5563,CA-043,Mariposa,2019-CA-043,22,37.604638,-119.96606,10,2019
5332,CA-103,Tehama,2019-CA-103,52,40.109,-122.789,9,2019
4840,CA-051,Mono,2019-CA-051,26,37.826,-118.872,9,2019
4615,CA-037,Los Angeles,2019-CA-037,19,34.472778,-118.368056,10,2019
3435,CA-017,El Dorado,2019-CA-017,9,38.724,-120.145,10,2019
3380,CA-035,Lassen,2019-CA-035,18,40.593,-120.581,8,2019
3126,CA-083,Santa Barbara,2019-CA-083,42,34.5025,-119.785,11,2019
2546,CA-053,Monterey,2019-CA-053,27,36.28426,-120.94771,6,2019
2534,CA-103,Tehama,2019-CA-103,52,40.036379,-122.637837,11,2019
2512,CA-113,Yolo,2019-CA-113,57,38.88978,-122.23922,6,2019
2500,CA-029,Kern,2019-CA-029,15,35.72057,-119.62762,5,2019
2438,CA-035,Lassen,2019-CA-035,18,39.892222,-120.029722,8,2019
2422,CA-099,Stanislaus,2019-CA-099,50,37.46577,-121.28312,6,2019
1975,CA-027,Inyo,2019-CA-027,14,36.284,-118.228,9,2019
1926,CA-065,Riverside,2019-CA-065,33,33.528469,-117.273157,9,2019
1872,CA-093,Siskiyou,2019-CA-093,47,41.862237,-122.662258,9,2019
1764,CA-079,San Luis Obispo,2019-CA-079,40,35.66318,-120.41128,6,2019
1507,#N/A,Mexico,#N/A,62,32.573437,-116.658735,8,2019
1350,CA-101,Sutter,2019-CA-101,51,39.28926,-121.85906,6,2019
1301,#N/A,State of Oregon,#N/A,61,42.033,-122.175,8,2019
1165,#N/A,State of Nevada,#N/A,59,39.631945,-119.769881,7,2019
1127,CA-079,San Luis Obispo,2019-CA-079,40,35.343761,-119.913717,6,2019
1020,CA-035,Lassen,2019-CA-035,18,40.943799,-120.275298,8,2019
974,CA-079,San Luis Obispo,2019-CA-079,40,35.63111111,-120.2691667,7,2019
835,CA-079,San Luis Obispo,2019-CA-079,40,35.30759,-119.96498,5,2019
757,CA-013,Contra Costa,2019-CA-013,7,37.908362,-121.872941,8,2019
756,CA-107,Tulare,2019-CA-107,54,36.40193,-119.030621,8,2019
745,CA-037,Los Angeles,2019-CA-037,19,34.098191,-118.478717,10,2019
703,CA-045,Mendocino,2019-CA-045,23,39.22431,-123.12887,10,2019
604,CA-061,Placer,2019-CA-061,31,38.751648,-121.432636,9,2019
600,CA-089,Shasta,2019-CA-089,45,40.715556,-122.241944,8,2019
600,CA-099,Stanislaus,2019-CA-099,50,37.25988,-121.09375,6,2019
526,CA-055,Napa,2019-CA-055,28,38.165873,-122.211671,10,2019
525,CA-065,Riverside,2019-CA-065,33,33.919507,-117.103765,6,2019
520,CA-065,Riverside,2019-CA-065,33,33.4853,-117.043723,9,2019
496,CA-007,Butte,2019-CA-007,4,39.45296,-121.412619,9,2019
448,CA-073,San Diego,2019-CA-073,37,32.575556,-117.026667,8,2019
448,CA-029,Kern,2019-CA-029,15,35.60989,-118.41204,7,2019
423,CA-043,Mariposa,2019-CA-043,22,37.532028,-120.208019,8,2019
420,CA-083,Santa Barbara,2019-CA-083,42,34.484722,-120.190833,10,2019
381,CA-107,Tulare,2019-CA-107,54,36.151,-118.185,9,2019
350,CA-065,Riverside,2019-CA-065,33,33.975405,-117.207068,10,2019
328,CA-065,Riverside,2019-CA-065,33,33.985972,-117.414111,10,2019
316,CA-053,Monterey,2019-CA-053,27,35.908333,-120.984167,7,2019
300,CA-007,Butte,2019-CA-007,4,39.622137,-121.693472,9,2019
283,CA-077,San Joaquin,2019-CA-077,39,37.63206,-121.538382,7,2019
280,CA-105,Trinity,2019-CA-105,53,41.150392,-122.634108,9,2019
280,CA-053,Monterey,2019-CA-053,27,36.008889,-121.466944,7,2019
279,CA-111,Ventura,2019-CA-111,56,34.71011,-119.3547,9,2019
263,CA-035,Lassen,2019-CA-035,18,40.679318,-120.392768,7,2019
260,CA-035,Lassen,2019-CA-035,18,44.734,-120.606,9,2019
257,CA-107,Tulare,2019-CA-107,54,36.18479,-118.99229,6,2019
250,CA-065,Riverside,2019-CA-065,33,33.9369,-117.3063,9,2019
244,CA-105,Trinity,2019-CA-105,53,40.062304,-123.222196,9,2019
244,CA-043,Mariposa,2019-CA-043,22,37.524378,-120.296551,7,2019
240,CA-001,Alameda,2019-CA-001,1,37.708743,-121.841879,8,2019
227,CA-093,Siskiyou,2019-CA-093,47,41.4929742,-123.2129356,9,2019
225,CA-045,Mendocino,2019-CA-045,23,39.005262,-123.195306,8,2019
220,CA-079,San Luis Obispo,2019-CA-079,40,35.214364,-120.455883,9,2019
214,CA-065,Riverside,2019-CA-065,33,33.911,-116.980528,6,2019
213,CA-039,Madera,2019-CA-039,20,37.016944,-119.934167,7,2019
210,CA-047,Merced,2019-CA-047,24,37.312877,-120.242411,6,2019
210,CA-085,Santa Clara,2019-CA-085,43,37.21638,-121.70768,6,2019
208,CA-029,Kern,2019-CA-029,15,34.9008333,-118.9183333,7,2019
207,CA-093,Siskiyou,2019-CA-093,47,39.28926,-121.85906,6,2019
